,Subtitle,Emotion,Analyzer_Output,New_Emotion
8745,i live in philadelphia pa and i m pretty sure if he said you were just under and drove you home he was feeling sympathetic and if he was going to ticket you he would have right then and there ,love,Positive,Passion
8746,i cant be bothered as coming and doing is a pleasant pass time followed by cascades of positive feelings unless you are sexualy troubled ,sadness,Neutral,Sadness
8747,im beginning to feel listless and a bit lonely ,sadness,Negative,Despair
8748,i hate falling asleep napping during the day i wake up feeling so groggy ,sadness,Negative,Despair
8749,i would constantly feel agitated ,fear,Neutral,Fear
8750,i feel totally comfortable without being wealthy and like the feeling to work hardly and a long time for every single wish in my mind that i want to become true ,joy,Positive,Elation
8751,i feel afraid but i have learned to allow myself to be afraid ,fear,Negative,Anxiety
8752,i do not like chain letters or anything that says you must we all have too many things we feel we must do so i give it to you freely with no obligation that you must do anything except the sincere wish for you to be happy ,joy,Positive,Elation
8753,i actually found myself resenting the song for making me feel which is weird for me because i used to play guitar and sing in church like all the time and music was a huge part of my life in college and high school ,surprise,Neutral,Surprise
8754,i just have a feeling there s something special in his simplicity something that i m not yet able to put my finger on ,joy,Neutral,Happiness
8755,i have to visit them every after school and later i have to go tuition and i do not have the time to even study for my exam next week and i have a feeling that i am so going to fail a lot of my subjects and to be blamed for either not concentrating during class or not studying ,sadness,Negative,Despair
8756,ive made it through a week i just feel beaten down ,sadness,Neutral,Sadness
8757,i am feeling so much sadness realising that i have gone through life like this but it is such a celebration that now i no longer have to harden to hide that i am scared from myself and others ,fear,Negative,Anxiety
8758,i feel i begin to compare myself to others what an ugly and painful thing to do ,sadness,Negative,Despair
8759,i probably missed you too much jongwoon teases but ryeowook doesn t have to hear him say it to know it s truth feeling it in his kisses the gentle touches up his spine warm breath ghosting over his ear ,love,Neutral,Love
8760,i was left feeling embarrassed stupid but i was on a mission to fuel up with coffee is this an excuse ,sadness,Negative,Despair
8761,i fall off when my uncle hits so i cant imagine what it must feel like to go mph other than cool and possibly painful ,joy,Neutral,Happiness
8762,im feeling today youd think that the men had beaten me up ,sadness,Neutral,Sadness
8763,i have reason to wonder to be confused to feel angered to say youre selfish to say youre cold ,anger,Negative,Resentment
8764,i feel a bit stupid for writing that but it s true ,sadness,Negative,Despair
8765,i feeling more assured of having success than ever ,joy,Positive,Elation
8766,i was still feelin kind of irritable and funky from the day before but so it goes ,anger,Negative,Resentment
8767,i retorted feeling my face grow hot ,love,Positive,Passion
8768,i just feel like a very successful year old ,joy,Positive,Elation
8769,i feel welcomed by my confidence that i belong here ,joy,Positive,Elation
8770,i just don t feel i have it in me to get out of bed i can will the dull throbbing of hopelessness to give way and let forth a renewed sensed of hope reflect back on my accomplishments and dig up the inner strength i ve worked so very hard to reestablish ,sadness,Negative,Despair
8771,i have been feeling crappy about myself for too long and its time for something to happen ,sadness,Negative,Despair
8772,i feel less respected less ,joy,Neutral,Happiness
8773,i don t know but it seems important to them that i feel unwelcome ,sadness,Neutral,Sadness
8774,i do feel resentful towards other bloggers writing for and against i don t even qualify to feel offence since delhi girls are obviously punjabi ,anger,Negative,Resentment
8775,i write these words i feel sweet baby kicks from within and my memory is refreshed i would do anything for this boy ,joy,Positive,Elation
8776,i feel so burdened as if something is holding me still and weighing me down ,sadness,Neutral,Sadness
8777,i feel is awkward because it s too high four steps for a ,sadness,Negative,Despair
8778,i can t wait to get it over with i m not feeling stressed but absolutely hating studying ,sadness,Negative,Despair
8779,i was feeling a bit rebellious today ,anger,Negative,Resentment
8780,i feel so supportive of her because shes pretty good she sang for us at a meeting we had ,love,Positive,Passion
8781,i feel petty for thinking like i have i feel stupid that i let things get to me so easily ,anger,Negative,Resentment
8782,i buy books about people i feel are equally fucked up as i am or books about zen approaches to shitty situations ,anger,Neutral,Anger
8783,i don t feel like i have been shamed for my body but i have felt pressure to have a more socially acceptable body size ,sadness,Positive,Hopefulness
8784,i feel so appreciative of the rights that i have and that i have so much freedom and that i exercise those freedoms every day and that i have a voice ,joy,Positive,Elation
8785,im thinking and my way of doing things while i dun understand his feelings not considerate and always assume im right thinking that hes unreasonable and demanding sometimes possesive ,love,Positive,Passion
8786,i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent ,sadness,Negative,Despair
8787,i feel that hallmark was sincere in their apology and am going to let it go ,joy,Positive,Elation
8788,i aware and concerned for everyone will give attention not only marriages and deaths but also with equal seriousness to the elderly woman who feels helpless because she does not know which oven to buy ,fear,Negative,Anxiety
8789,when they phoned me from greatbritain to tell me that i could go there ,joy,Neutral,Happiness
8790,i do classes when i feel super strong and capable ,joy,Positive,Elation
8791,i feel so passionate and excited about my new business deer daisy ,love,Positive,Passion
8792,i feel a bit gloomy in general and not entirely sure why ,sadness,Negative,Despair
8793,i was flattered and i liked the feeling of being liked and possibly loved ,love,Positive,Passion
8794,i just feel more comfortable and i feel like im not in it alone sure he doesnt express his love much but his tiny actions make up for it ,joy,Positive,Elation
